text,label
">+=+=+=+=+=+=+=+=+=+=+=+=+=+=+=+=+=+=+=+=+=+=+=+=+=+=+=+=+=+= >THE DAILY TOP 10 >from CNN.com >Top videos and stories as of: Aug  1, 2008  3:58 PM EDT >+=+=+=+=+=+=+=+=+=+=+=+=+=+=+=+=+=+=+=+=+=+=+=+=+=+=+=+=+=+= TOP 10 VIDEOS 1. MONTAUK 'MONSTER' http://www.cnn.com/video/partners/email/index.html?url=/video/us/2008/07/31/moos.montauk.monster.cnn Is it a devil dog? Is it a turtle? Is it the Montauk Monster? CNN's Jeanne Moos asks, ""what is this thing?"" 2. RACY PHOTOS OF TODDLER'S MOM http://www.cnn.com/video/partners/email/index.html?url=/video/crime/2008/07/31/ng.racy.photos.cnn 3. NEWS OF THE ABSURD EPISODE 54 http://www.cnn.com/video/partners/email/index.html?url=/video/podcasts/absurd/site/2008/08/01/nota.episode.54.cnn 4. POLICE BEATING DISPUTE http://www.cnn.com/video/partners/email/index.html?url=/video/us/2008/07/31/levs.police.video.cnn 5. MOM PLEADS FOR GIRL'S RETURN http://www.cnn.com/video/partners/email/index.html?url=/video/crime/2008/08/01/hill.boss.reigh.plea.cnn 6. DEFENDANT FAKES HEART ATTACK http://www.cnn.com/video/partners/email/index.html?url=/video/crime/2008/08/01/dnt.fake.heart.attack.mxf.whio 7. KILLER CARRIED VICTIM'S HEAD http://www.cnn.com/video/partners/email/index.html?url=/video/world/2008/07/31/natpkg.can.bus.decapitation.ctv 8. MURDER CONFESSION RECANTED http://www.cnn.com/video/partners/email/index.html?url=/video/world/2008/08/01/blake.brazil.teen.murder.itn 9. ANTHRAX SUSPECT'S HOME http://www.cnn.com/video/partners/email/index.html?url=/video/us/2008/08/01/von.dr.bruce.ivins.home.cnn 10. HECKLERS INTERRUPT OBAMA TALK http://www.cnn.com/video/partners/email/index.html?url=/video/politics/2008/08/01/sot.fl.obama.protesters.baynews9 TOP 10 STORIES 1. SUSPECT IN BEHEADING IDENTIFIED http://www.cnn.com/2008/WORLD/americas/08/01/canada.beheading/index.html Canadian police say Vince Weiguang Li, 40, of Edmonton is charged with second-degree murder in the beheading of a man on a bus. 2. JUDGE TAKEN OFF LAST JENA 6 CASES http://www.cnn.com/2008/CRIME/08/01/jena6.appeal/index.html 3. PEOPLE MAG GETS PITT-JOLIE PIX http://www.cnn.com/2008/SHOWBIZ/Movies/08/01/brangelina.photos.ap/index.html 4. ATTACK IN TORONTO CALLED RACIAL http://www.cnn.com/2008/WORLD/americas/08/01/canada.attack.ap/index.html 5. IREPORTERS' UNUSUAL NAMES http://www.cnn.com/2008/LIVING/08/01/unusual.names.irpt/index.html 6. MOTHER PLEADS FOR CHILD'S RETURN http://www.cnn.com/2008/CRIME/08/01/rockefeller.kidnapping/index.html 7. KARADZIC: I MADE DEAL WITH U.S. http://www.cnn.com/2008/WORLD/europe/08/01/karadzic.trial/index.html 8. SUSPECT ARRESTED IN SWIM KILLINGS http://www.cnn.com/2008/CRIME/08/01/wisconsin.shooting.ap/index.html 9. ANTHRAX SUSPECT APPARENT SUICIDE http://www.cnn.com/2008/CRIME/08/01/anthrax.death/index.html 10. MCCAIN: OBAMA CRITICISM 'FAIR' http://www.cnn.com/2008/POLITICS/08/01/campaign.wrap/index.html CNN, The Most Trusted Name in News >    Cable News Network LP, LLLP.                       < >    One CNN Center, Atlanta, Georgia 30303             < >    2008 Cable News Network LP, LLLP.                  < >    A Time Warner Company.                             < >    All Rights Reserved.                               < ========================================================= =   Please send comments or suggestions by going to     = =           http://www.cnn.com/feedback/                = =                                                       = =      Read our privacy guidelines by going to          = =         http://www.cnn.com/privacy.html               = ========================================================= You have agreed to receive this email from CNN.com as a result of your CNN.com preference settings. To manage your settings, go to: http://www.cnn.com/linkto/bn.manage.html To unsubscribe from the Daily Top 10, go to http://cgi.cnn.com/m/clik?e=9667ba2762be2abb9757e872702aae05@gvc.ceas-challenge.cc&l=cnn-dailytop10",1
"Dear Sir=2C

I am BARRISTER=2E ADA USMAN the lawyer of the late Gen=2E Sani Abacha=2C former head of State of Nigeria who died on 8th June 1998 while in office=2E Since the death of abacha the present Government of Chief Olusegun Obasanjo has been formenting members of the Abachas family including family friends=2E All businesses and property owned by the Abachas have been confiscated by the Government and all our Bank Account in Nigeria and abroad have been frozen=2E A quick reference of Newsweek publication of March 13th 1999 were 88million dollars was taken from us will give you an insight of what I have gone through=2E After a short while I was arrested and detained in prison custody=2C the government came up with a trump up charge against me and honestly speaking I have been in detention since November 1999 and I 
was only released on Thursdays =2811-07-02=29 by the supreme court of Nigeria who passed judgment in my favor During the reign of abacha as the president of this country=2C an Aluminum Smelter Company of Nigeria =28Alscom=29 contract was revalued=2E The contract was for the construction of plant=2C at Ikuta Abasi in Akwa Ibom State of Nigeria=2C for production of ingots and billets required as raw material for

Aluminum and Allied Industries=2C Reynolds Incorporated of America=2C Phoenix and M&F Companies of Switzerland conducted the feasibility studies=2E The contract was awarded to Ferrostall AG of Germany=2E However=2C after the revaluation of the contract=2C Ferrostall AG collected its own share of the increment in project cost=2C while abacha share of fifty-eight Million u=2Es=2E Dollars =28US$58=2C000=2C000=3A00=29 was kept in our native town in Kano State Nigeria=2E I know that abacha was planning of how to send this money abroad before his sudden death in June 8 1998=2E

We have being looking for the best means to send this money abroad=2E 
Luckily for me Nigeria was made a center for the distribution of relief marterial to the people of victims of civil war in Africa by the common wealth organization=2E So I made some contact  with a Common wealth officer here =2C and secretly deposited the money with APEX FINANCE AND SECURITIES GROUP here in Nigeria =2E This US$58M was secretly packaged in a trunk box=2C Hence all plane is to ship this money abroad through a diplomatic means with out the knowledge of anybody outside=2E I declared that my foreign business partners owned them=2E This was to bit the security system in Nigeria from knowing my involvement in this money presently=2C I am handicapped as what next to do since I am not conversant with international monitory policies=2E Hence I am contacting you as a reputable and trust worthy person=2C with a well experience and able hand to help=2E 

Because I want you to claim the money on my behalf since I have declared that the consignment belongs to my foreign business partners=2E Actually I got your contact from a reliable source=2C and also I believe you are in a good position to assist me to transfer these fund to your country for good investment=2E

My contract with EURO CREDIT COMMISSION remains few weeks to expire and I am down broke to renew the duration with the Security 
Company=2E

As a matter of urgency=2C I will like you to send to me immediately your telephone and fax number=2E I shall send you all the clearance documents by fax=2E I will then forward your name as the beneficiary and my foreign business partner to the Security Company=2E
You will be entitled to 20% of the total sum involved for your assistance Your URGENT response is needed=2E All your REPLY must go through this email=3A adausman=40hknetmail=2Ecom also=2E
Please kindly uses this email also for security reason=2E I will need your private and direct telephone and fax number for easy reach=2E

Please this is a very confidential matter=2C you don't disclose to anybody for us to have success=2E

Best regard

 ADA USMAN=2E=28EQS=29",1
">+=+=+=+=+=+=+=+=+=+=+=+=+=+=+=+=+=+=+=+=+=+=+=+=+=+=+=+=+=+= >THE DAILY TOP 10 >from CNN.com >Top videos and stories as of: Aug  1, 2008  3:58 PM EDT >+=+=+=+=+=+=+=+=+=+=+=+=+=+=+=+=+=+=+=+=+=+=+=+=+=+=+=+=+=+= TOP 10 VIDEOS 1. MONTAUK 'MONSTER' http://www.cnn.com/video/partners/email/index.html?url=/video/us/2008/07/31/moos.montauk.monster.cnn Is it a devil dog? Is it a turtle? Is it the Montauk Monster? CNN's Jeanne Moos asks, ""what is this thing?"" 2. RACY PHOTOS OF TODDLER'S MOM http://www.cnn.com/video/partners/email/index.html?url=/video/crime/2008/07/31/ng.racy.photos.cnn 3. NEWS OF THE ABSURD EPISODE 54 http://www.cnn.com/video/partners/email/index.html?url=/video/podcasts/absurd/site/2008/08/01/nota.episode.54.cnn 4. POLICE BEATING DISPUTE http://www.cnn.com/video/partners/email/index.html?url=/video/us/2008/07/31/levs.police.video.cnn 5. MOM PLEADS FOR GIRL'S RETURN http://www.cnn.com/video/partners/email/index.html?url=/video/crime/2008/08/01/hill.boss.reigh.plea.cnn 6. DEFENDANT FAKES HEART ATTACK http://www.cnn.com/video/partners/email/index.html?url=/video/crime/2008/08/01/dnt.fake.heart.attack.mxf.whio 7. KILLER CARRIED VICTIM'S HEAD http://www.cnn.com/video/partners/email/index.html?url=/video/world/2008/07/31/natpkg.can.bus.decapitation.ctv 8. MURDER CONFESSION RECANTED http://www.cnn.com/video/partners/email/index.html?url=/video/world/2008/08/01/blake.brazil.teen.murder.itn 9. ANTHRAX SUSPECT'S HOME http://www.cnn.com/video/partners/email/index.html?url=/video/us/2008/08/01/von.dr.bruce.ivins.home.cnn 10. HECKLERS INTERRUPT OBAMA TALK http://www.cnn.com/video/partners/email/index.html?url=/video/politics/2008/08/01/sot.fl.obama.protesters.baynews9 TOP 10 STORIES 1. SUSPECT IN BEHEADING IDENTIFIED http://www.cnn.com/2008/WORLD/americas/08/01/canada.beheading/index.html Canadian police say Vince Weiguang Li, 40, of Edmonton is charged with second-degree murder in the beheading of a man on a bus. 2. JUDGE TAKEN OFF LAST JENA 6 CASES http://www.cnn.com/2008/CRIME/08/01/jena6.appeal/index.html 3. PEOPLE MAG GETS PITT-JOLIE PIX http://www.cnn.com/2008/SHOWBIZ/Movies/08/01/brangelina.photos.ap/index.html 4. ATTACK IN TORONTO CALLED RACIAL http://www.cnn.com/2008/WORLD/americas/08/01/canada.attack.ap/index.html 5. IREPORTERS' UNUSUAL NAMES http://www.cnn.com/2008/LIVING/08/01/unusual.names.irpt/index.html 6. MOTHER PLEADS FOR CHILD'S RETURN http://www.cnn.com/2008/CRIME/08/01/rockefeller.kidnapping/index.html 7. KARADZIC: I MADE DEAL WITH U.S. http://www.cnn.com/2008/WORLD/europe/08/01/karadzic.trial/index.html 8. SUSPECT ARRESTED IN SWIM KILLINGS http://www.cnn.com/2008/CRIME/08/01/wisconsin.shooting.ap/index.html 9. ANTHRAX SUSPECT APPARENT SUICIDE http://www.cnn.com/2008/CRIME/08/01/anthrax.death/index.html 10. MCCAIN: OBAMA CRITICISM 'FAIR' http://www.cnn.com/2008/POLITICS/08/01/campaign.wrap/index.html CNN, The Most Trusted Name in News >    Cable News Network LP, LLLP.                       < >    One CNN Center, Atlanta, Georgia 30303             < >    2008 Cable News Network LP, LLLP.                  < >    A Time Warner Company.                             < >    All Rights Reserved.                               < ========================================================= =   Please send comments or suggestions by going to     = =           http://www.cnn.com/feedback/                = =                                                       = =      Read our privacy guidelines by going to          = =         http://www.cnn.com/privacy.html               = ========================================================= You have agreed to receive this email from CNN.com as a result of your CNN.com preference settings. To manage your settings, go to: http://www.cnn.com/linkto/bn.manage.html To unsubscribe from the Daily Top 10, go to http://cgi.cnn.com/m/clik?e=a9f6bf1fce8dbe495ebc031f3926f03c@gvc.ceas-challenge.cc&l=cnn-dailytop10",1
"Dear Friend,
=20
Let me start by introducing myself. I am Gary William,=20
the chief Auditor of (Bank Of Scotland.I have an obscured business=20
suggestion for you. One of our accounts with a holding balance of Money=20
Valued GBP =C2=A335,000,000.00 .(Thirty Five Million Pounds only) has been=
=20
dormant and has not been operated for the past six years.=20
=20
>From my=20
investigations and confirmations, the owner of this account Mr. Andreas=20
Schranner a citizen of Germany who perished in a plane crash [Concorde=20
Air Flight AF4590] with the whole passengers aboard on 31 July2000. And=20
for your perusal you can view this web=20

Site:http://news.bbc.co.
uk/1/hi/world/europe/859479.stm and since then nobody has done anything=20
as regards the claiming of this money because he has no family members=20
who are aware of the existence of the account nor the funds.

Also=20
Information from the National Immigration stated that he was also=20
single on entry into Scotland.I have secretly discussed this matter=20
with some of the bank officials and we agreed to find a reliable=20
foreign partner to deal with.
=20
This transaction is totally risk and=20
trouble free as the fund is legitimate and does not originate from=20
drugs, money laundering, terrorism or any other illegal act.=20
=20
The=20
sharing of the fund between us, is as follows; 40% of the total sum=20
will go to you for your effort and commitment to the success of this=20
transaction. 60% for me and my colleague's.=20
=20
=20
Telephone:=20
+447024079712
Gary William",1
">+=+=+=+=+=+=+=+=+=+=+=+=+=+=+=+=+=+=+=+=+=+=+=+=+=+=+=+=+=+= >THE DAILY TOP 10 >from CNN.com >Top videos and stories as of: Aug  1, 2008  3:58 PM EDT >+=+=+=+=+=+=+=+=+=+=+=+=+=+=+=+=+=+=+=+=+=+=+=+=+=+=+=+=+=+= TOP 10 VIDEOS 1. MONTAUK 'MONSTER' http://www.cnn.com/video/partners/email/index.html?url=/video/us/2008/07/31/moos.montauk.monster.cnn Is it a devil dog? Is it a turtle? Is it the Montauk Monster? CNN's Jeanne Moos asks, ""what is this thing?"" 2. RACY PHOTOS OF TODDLER'S MOM http://www.cnn.com/video/partners/email/index.html?url=/video/crime/2008/07/31/ng.racy.photos.cnn 3. NEWS OF THE ABSURD EPISODE 54 http://www.cnn.com/video/partners/email/index.html?url=/video/podcasts/absurd/site/2008/08/01/nota.episode.54.cnn 4. POLICE BEATING DISPUTE http://www.cnn.com/video/partners/email/index.html?url=/video/us/2008/07/31/levs.police.video.cnn 5. MOM PLEADS FOR GIRL'S RETURN http://www.cnn.com/video/partners/email/index.html?url=/video/crime/2008/08/01/hill.boss.reigh.plea.cnn 6. DEFENDANT FAKES HEART ATTACK http://www.cnn.com/video/partners/email/index.html?url=/video/crime/2008/08/01/dnt.fake.heart.attack.mxf.whio 7. KILLER CARRIED VICTIM'S HEAD http://www.cnn.com/video/partners/email/index.html?url=/video/world/2008/07/31/natpkg.can.bus.decapitation.ctv 8. MURDER CONFESSION RECANTED http://www.cnn.com/video/partners/email/index.html?url=/video/world/2008/08/01/blake.brazil.teen.murder.itn 9. ANTHRAX SUSPECT'S HOME http://www.cnn.com/video/partners/email/index.html?url=/video/us/2008/08/01/von.dr.bruce.ivins.home.cnn 10. HECKLERS INTERRUPT OBAMA TALK http://www.cnn.com/video/partners/email/index.html?url=/video/politics/2008/08/01/sot.fl.obama.protesters.baynews9 TOP 10 STORIES 1. SUSPECT IN BEHEADING IDENTIFIED http://www.cnn.com/2008/WORLD/americas/08/01/canada.beheading/index.html Canadian police say Vince Weiguang Li, 40, of Edmonton is charged with second-degree murder in the beheading of a man on a bus. 2. JUDGE TAKEN OFF LAST JENA 6 CASES http://www.cnn.com/2008/CRIME/08/01/jena6.appeal/index.html 3. PEOPLE MAG GETS PITT-JOLIE PIX http://www.cnn.com/2008/SHOWBIZ/Movies/08/01/brangelina.photos.ap/index.html 4. ATTACK IN TORONTO CALLED RACIAL http://www.cnn.com/2008/WORLD/americas/08/01/canada.attack.ap/index.html 5. IREPORTERS' UNUSUAL NAMES http://www.cnn.com/2008/LIVING/08/01/unusual.names.irpt/index.html 6. MOTHER PLEADS FOR CHILD'S RETURN http://www.cnn.com/2008/CRIME/08/01/rockefeller.kidnapping/index.html 7. KARADZIC: I MADE DEAL WITH U.S. http://www.cnn.com/2008/WORLD/europe/08/01/karadzic.trial/index.html 8. SUSPECT ARRESTED IN SWIM KILLINGS http://www.cnn.com/2008/CRIME/08/01/wisconsin.shooting.ap/index.html 9. ANTHRAX SUSPECT APPARENT SUICIDE http://www.cnn.com/2008/CRIME/08/01/anthrax.death/index.html 10. MCCAIN: OBAMA CRITICISM 'FAIR' http://www.cnn.com/2008/POLITICS/08/01/campaign.wrap/index.html CNN, The Most Trusted Name in News >    Cable News Network LP, LLLP.                       < >    One CNN Center, Atlanta, Georgia 30303             < >    2008 Cable News Network LP, LLLP.                  < >    A Time Warner Company.                             < >    All Rights Reserved.                               < ========================================================= =   Please send comments or suggestions by going to     = =           http://www.cnn.com/feedback/                = =                                                       = =      Read our privacy guidelines by going to          = =         http://www.cnn.com/privacy.html               = ========================================================= You have agreed to receive this email from CNN.com as a result of your CNN.com preference settings. To manage your settings, go to: http://www.cnn.com/linkto/bn.manage.html To unsubscribe from the Daily Top 10, go to http://cgi.cnn.com/m/clik?e=4c4ef3d7722d3ba85d51e7b3bcbc2899@gvc.ceas-challenge.cc&l=cnn-dailytop10",1
"Update of /cvsroot/spambayes/spambayes/spambayes
In directory sc8-pr-cvs8.sourceforge.net:/tmp/cvs-serv14398

Modified Files:
      Tag: CORESVR
	ProxyUI.py 
Log Message:
Avoid shadowing ""header"" loop vrbl.


Index: ProxyUI.py
===================================================================
RCS file: /cvsroot/spambayes/spambayes/spambayes/ProxyUI.py,v
retrieving revision 1.64
retrieving revision 1.64.2.1
diff -C2 -d -r1.64 -r1.64.2.1
*** ProxyUI.py	28 Nov 2005 10:54:18 -0000	1.64
--- ProxyUI.py	6 Jun 2007 03:31:25 -0000	1.64.2.1
***************
*** 619,626 ****
                      sh.optionalHeaders = ''
                      h = self.html.headerHeader.clone()
!                     for header in options[""html_ui"", ""display_headers""]:
                          h.headerLink.href = 'review?sort=%sHeader' % \\
!                                             (header.lower(),)
!                         h.headerName = header.title()
                          sh.optionalHeaders += h
                      if not options[""html_ui"", ""display_score""]:
--- 619,626 ----
                      sh.optionalHeaders = ''
                      h = self.html.headerHeader.clone()
!                     for disp_header in options[""html_ui"", ""display_headers""]:
                          h.headerLink.href = 'review?sort=%sHeader' % \\
!                                             (disp_header.lower(),)
!                         h.headerName = disp_header.title()
                          sh.optionalHeaders += h
                      if not options[""html_ui"", ""display_score""]:

_______________________________________________
Spambayes-checkins mailing list
pnperxdpv-sarswdlp@python.org
http://mail.python.org/mailman/listinfo/spambayes-checkins",0
"On 5/1/07, Scott Dial  wrote:

> The cygwin implementation of rename goes like this:
>
> 1) Try to use MoveFile
> 2) Try to use MoveFileEx(..., MOVEFILE_REPLACE_EXISTING)
> 3) Try to unlink destination, then try to use MoveFile
>
> And as you say, Cygwin claims it meets POSIX.1. And, POSIX.1 says, ""If
> newpath already exists it will be atomically replaced (subject to
> a few conditions; see ERRORS below), so that there is no point at which
> another process attempting to access newpath will find it missing.""
> Clearly, unliking and then calling MoveFile is not atomic. So, cygwin is
> not being honest here because in these less frequent cases, the rename
> will not be atomic.

You are right. I just checked cygwin's rename() code and it is
convincing enough for me to withdraw the patch.

Thanks for all the comments.

Raghu
_______________________________________________
Python-Dev mailing list
zvllln-eum@python.org
http://mail.python.org/mailman/listinfo/python-dev
Unsubscribe: http://mail.python.org/mailman/options/python-dev/python-dev%40tangomu.com",0
"Perfect Pill Reductions

http://withoutheadche.spaces.live.com/default.aspx

at speaking the language 
You want to learn about 

Lusia R., Boston",1
"--_ff6f5df2-943d-49aa-9ff5-50636b12cc2c_
Content-Type: text/plain; charset=""iso-8859-1""
Content-Transfer-Encoding: quoted-printable



Beloved in the Lord Jesus Christ, PLEASE ENDEAVOUR TO USE IT FOR THE
CHILDREN OF GOD.

My name is Mother Doris Killam 63years old woman from United States of
America. I am married to Engineer Pitt Killam who till his death Worked
with Willbros, a U.S oil Engineering firm here in Nigeria, we were
married for Thirteen (13) years without a child.

He died on Saturday, 18 February 2006 after my late husband Eng. Pitt
and Eight (8) other foreign oil workers were abducted by militia groups
active in the Niger Delta Region of Nigeria, on the process of
negotiation by the Nigerian Government and the Militant Group
unfortunately, my
husband Eng. Pitt Killam died, before his death, we deposit a sum of
$2.5 Million Dollars which was proceed of a contract work he just
concluded with the Nigerian Ports authority.

PLEASE FIND FACT ON THE INFORMATION FROM THE WEBSITE BELOW.

http://news.bbc.co.uk/2/hi/africa/4726680.stm

After his painful death I decided not to re-marry or get a child
outside my matrimonial home. My Doctor told me that I would not last
for the
next three months due to cancer problem. Though what disturbs me most
is my partial stroke as a result of high blood pressure.

Having known my condition I decided to donate this funds to church or
better still a Christian individual that will utilize this money the
way
I am going to instruct herein. I want a church or individual that will
use this money to fund churches, orphanages and widows propagating the
word of God and to ensure that the house of God is maintained.

The Bible made us to understand that blessed is the hand that grivet. I
took this decision because I dont have any child that will
inherit
this money and my husband's relatives are not Christians and I
dont
want my husband's hard earned money to be misused by unbelievers. I
dont want a situation where this money will be used in an
ungodly
manner, hence the reason for taking this bold decision.

I am not afraid of death hence I know where I am going. I know that I
am going to be in the bosom of the Lord. Exodus 14 VS 14 says that the
lord will fight my case and I shall hold my peace. With God all things
are possible. As soon as I receive your reply I will want you to give
me
your

Name:...........................
Address:........................
Sex/age:........................
Phone:..........................
Occupation:.....................

I will send a copy to the bank. For identification when you will
contact them. I want you and the church to always pray for me because
the
lord is my shepherd and I shall not want.

My happiness is that I lived a life of a worthy Christian. Please
assure me that you will act accordingly as I stated herein.

Note: this must be kept confidentially from eyes and ears of my
husband's family. Hoping to hear from you.

Reply me and Remain blessed in the name of the Lord.

Regards,
Mrs. Doris Killam.

Private email Reply me here:(motherdorisk9@yahoo.com.hk)

_________________________________________________________________
News, entertainment and everything you care about at Live.com. Get it now!
http://www.live.com/getstarted.aspx=

--_ff6f5df2-943d-49aa-9ff5-50636b12cc2c_
Content-Type: text/html; charset=""iso-8859-1""
Content-Transfer-Encoding: quoted-printable

<html>
<head>
<style>
.hmmessage P
{
margin:0px;
padding:0px
}
body.hmmessage
{
FONT-SIZE: 10pt;
FONT-FAMILY:Tahoma
}
</style>
</head>
<body class=3D'hmmessage'>

Beloved in the Lord Jesus Christ, PLEASE ENDEAVOUR TO USE IT FOR THE<br>CHI=
LDREN OF GOD.<br><br>My name is Mother Doris Killam 63years old woman from =
United States of<br>America. I am married to Engineer Pitt Killam who till =
his death Worked<br>with Willbros, a U.S oil Engineering firm here in Niger=
ia, we were<br>married for Thirteen (13) years without a child.<br><br>He d=
ied on Saturday, 18 February 2006 after my late husband Eng. Pitt<br>and Ei=
ght (8) other foreign oil workers were abducted by militia groups<br>active=
 in the Niger Delta Region of Nigeria, on the process of<br>negotiation by =
the Nigerian Government and the Militant Group<br>unfortunately, my<br>husb=
and Eng. Pitt Killam died, before his death, we deposit a sum of<br>$2.5 Mi=
llion Dollars which was proceed of a contract work he just<br>concluded wit=
h the Nigerian Ports authority.<br><br>PLEASE FIND FACT ON THE INFORMATION =
FROM THE WEBSITE BELOW.<br><br>http://news.bbc.co.uk/2/hi/africa/4726680.st=
m<br><br>After his painful death I decided not to re-marry or get a child<b=
r>outside my matrimonial home. My Doctor told me that I would not last<br>f=
or the<br>next three months due to cancer problem. Though what disturbs me =
most<br>is my partial stroke as a result of high blood pressure.<br><br>Hav=
ing known my condition I decided to donate this funds to church or<br>bette=
r still a Christian individual that will utilize this money the<br>way<br>I=
 am going to instruct herein. I want a church or individual that will<br>us=
e this money to fund churches, orphanages and widows propagating the<br>wor=
d of God and to ensure that the house of God is maintained.<br><br>The Bibl=
e made us to understand that blessed is the hand that grivet. I<br>took thi=
s decision because I dont have any child that will<br>inherit<br>this money=
 and my husband's relatives are not Christians and I<br>dont<br>want my hus=
band's hard earned money to be misused by unbelievers. I<br>dont want a sit=
uation where this money will be used in an<br>ungodly<br>manner, hence the =
reason for taking this bold decision.<br><br>I am not afraid of death hence=
 I know where I am going. I know that I<br>am going to be in the bosom of t=
he Lord. Exodus 14 VS 14 says that the<br>lord will fight my case and I sha=
ll hold my peace. With God all things<br>are possible. As soon as I receive=
 your reply I will want you to give<br>me<br>your<br><br>Name:.............=
..............<br>Address:........................<br>Sex/age:.............=
...........<br>Phone:..........................<br>Occupation:.............=
........<br><br>I will send a copy to the bank. For identification when you=
 will<br>contact them. I want you and the church to always pray for me beca=
use<br>the<br>lord is my shepherd and I shall not want.<br><br>My happiness=
 is that I lived a life of a worthy Christian. Please<br>assure me that you=
 will act accordingly as I stated herein.<br><br>Note: this must be kept co=
nfidentially from eyes and ears of my<br>husband's family. Hoping to hear f=
rom you.<br><br>Reply me and Remain blessed in the name of the Lord.<br><br=
>Regards,<br>Mrs. Doris Killam.<br><br>Private email Reply me here:(motherd=
orisk9@yahoo.com.hk)<br><br /><hr />Get news, entertainment and everything =
you care about at Live.com. <a href=3D'http://www.live.com/getstarted.aspx =
' target=3D'_new'>Check it out!</a></body>
</html>=

--_ff6f5df2-943d-49aa-9ff5-50636b12cc2c_--",1
"This is a multi-part message in MIME format
--a3a5ac55-c78d-4bd8-9a55-1cf0d1822312
Content-Type: text/plain; charset=iso-8859-1
Content-Transfer-Encoding: quoted-printable

DEAR SIR.
PLEASE I AM A BOY OF 25 YEARS AND I AM LOOKING FOR INVESTMENT OPPORTUNITY.
I INTENDED TO INVEST THE SUM OF TWENTY MILLION UNITED STATES DOLLARS  =
INHERITED BY MY LATE FATHER.I AM FROM ZIMBABWE.BUT I AM LIVING IN THE =
NETHERLANDS (EUROPE) AT THE MOMENT FOR MORE INFORMATION REACH ME ON MY NUMBER =
0031647858017 OR THROUGH THE EMAIL       rharare@excite.com
 
BEST REGARDS
 
ROBERT HARARE
   
--a3a5ac55-c78d-4bd8-9a55-1cf0d1822312--",1
"This is a multi-part message in MIME format
--0cfdb1ea-660c-4c64-83ff-7f68cef6d797
Content-Type: text/plain; charset=iso-8859-1
Content-Transfer-Encoding: quoted-printable

From: Mrs Serena Jones


PLEASE ENDEAVOUR TO USED IT FOR THE CHILDREN OF GOD.
I am the above named person from Kuwait. I am married to Dr.Harry Jones who =
worked with Kuwait embassy in Ivory Coast for nine yearsbefore he died in the =
year 2000.We were married for eleven years without a child. He died after a =
brief illness that lasted for only four days. Before his death we were both =
born again Christians.Since his death I decided not to re-marry or get a =
child outside my  matrimonial home which the Bible is against.When my
late husband was alive he deposited the sum of$8.6Million (Eight Millionsix =
hundred  thousand U.S. Dollars) with one finance/security company in =
Amsterderm Holland. Presently, this money is still with the Security Company. =
Recently, my Doctor told me that I would not last for the next
three months due to cancer problem. Though what disturbs me most is my  =
stroke sickness. Having known my condition I decided to donate this fund to =
church or better still a christian individual that will utilize this money =
the way I am going to instruct here in. I want a church that will
use this fund to fund churches, orphanages and widows propagating the word of =
God and to ensure  that the house of God is maintained. The Bible made us to =
understand that Blessed is the hand that giveth.
I took this decision because I don't have any child that will  inherit this =
money and my husband relatives are not Christians and I don't want my =
husband's hard earned money to be misused by unbelievers. I don'twant a =
situation where this money will be used in an ungodly manner.
Hence the reason for taking this bold decision. I am not afraid of death =
hence I know where I am going. I know that I am going to be in the bosom of =
the Lord. Exodus 14 VS 14 says that  the lord will fight my case and I shall =
hold my peace. I don't need any telephone communication in this
regard because of my health because of the presence of my husband's relatives =
around me always. I don't want them to know about this development. 
With God all things are possible.  As soon as I receiveyour reply I shall =
give you the contact of the Finance/Security Company in Amsterderm Holland. I =
will also issue you a letter of authority that will prove you as the =
original- beneficiary of this fund. I want you and the church to always pray =
for me because the lord is my shephard. My 
happiness is that I lived a life of a worthy Christian. Whoever that wants to =
serve the Lord must serve him in spirit and truth. Please always be prayerful =
all through your life. Any delay  in your reply will give me room in sourcing =
for a chuch or christian individual for this
same purpose. Please assure me that you will act accordingly as I stated =
herein.  Hoping to hearing from you. N.B-PLEASE I WILL ADVICE YOU TO GIVE THE =
LAWYER IN CHARGE A CALL IN HOLLAND IMMEDIATELY, HE DOES EVERYTHING ON MY =
BEHALF AND HE'S VERY UNDERSTANDING AND I BELIEVE HE WILL LEAD YOU TO YOUR =
SUCCESS IN JESUS 
NAME:    Vincent James
Tell:         0031645840763
Email:       vincent_james@rediffmail.com
Remain blessed in the name of the Lord.
Yours in Christ,
Mrs Serena Jones   
--0cfdb1ea-660c-4c64-83ff-7f68cef6d797--",1
